title;author;publicationyear;isbn;europrice;stock
Die Marquise von O...;Graf Raphael vom Mau;1985;988-0-4517-4698-2;32.18;6
Le Couloir de tous les mépris;Mlle Pauline Leroy;1970;457-2-8617-5602-4;71.51;3
Unterm Rad;Irem Lepthin;1968;502-9-9374-2316-0;00.52;3
La Peau des savants;Mélissa Le roux;1998;284-5-9697-9139-5;08.29;8
What's Become of Waring;Ms. Brady Wunsch;1965;679-8-5988-2055-8;34.55;7
Le Désir des femmes fortes;Julien Duval;1987;833-8-1323-7745-8;79.79;1
Wilhelm Meisters Wanderjahre oder die Entsagenden;Prof. Taha Liebold;2015;813-0-4432-6506-3;97.33;8
L'Odeur du sanglier;Prof Noa Laine;2008;602-2-3223-3620-8;86.70;1
Lerne lachen ohne zu weinen;Vincent Bauschinger;2003;756-0-4589-0529-4;64.71;0
L'Odyssée invisible;Mlle Ethan Henry;1971;280-1-0646-2025-7;04.70;8
If Not Now, When?;Ciara Rice II;2007;861-0-4344-2227-2;81.95;1
Le Siècle de la rue voisine;Hugo Leclercq;2011;010-1-7804-8813-2;31.10;5
Der Steppenwolf;Freya Brandt;2011;440-0-6202-5653-6;52.06;8
Pourquoi je mens ?;Lefevre Ambre;2006;709-3-6384-6946-4;61.45;7
Der Schimmelreiter;Freiherrin Miray Pöge;2005;781-8-5700-4507-1;48.45;1
L'Odyssée invisible;Paul Nicolas;2000;900-9-0464-4930-9;01.50;7
Look Homeward, Angel;Mr. Birdie Gislason;2005;405-5-6154-0695-6;97.26;0
Le Siècle de la rue voisine;Mlle Tom Thomas;1986;389-0-2169-7447-9;67.50;8
Die Räuber;Baron Lilia Trautmann;1951;949-8-9137-7747-7;40.51;2
L'Odyssée invisible;Chloé Louis;2000;149-1-8869-7878-4;69.72;9
Leben des Galilei;Mary von der Kalinowski;1969;205-6-7741-0389-8;37.35;8
L'Odyssée invisible;M. Jeanne Jean;2010;445-1-5684-8774-1;31.73;2
Endless Night;Jovany Crona III;2014;431-5-9064-5488-4;56.63;4
Le Désir des femmes fortes;Léa Mathieu;2012;933-0-9502-3072-6;27.89;4
Tödliche Versprechen/Das Imperium der Wölfe;Elisa vom Nannen;1979;127-9-3107-7859-9;83.56;8
Le Désir des femmes fortes;Dr Maxence Dupuy;1970;082-6-8148-8736-7;75.79;7
Ehen in Philippsburg;Kurt Schwatlo;2006;295-7-3057-6154-8;14.70;1
La Promise du voyeur;Sanchez Clara;1961;166-9-8804-0313-6;77.46;5
Carrion Comfort;Baby Spinka;2019;428-3-0269-2661-0;74.55;9
La Discipline des orphelins;Charles Maxence;1955;354-2-1956-6310-9;71.23;0
Deutschland. Ein Wintermärchen;Luca Schwalm;2004;089-2-1916-4171-2;09.22;7
La Discipline des orphelins;Prof Paul Bertrand;1988;281-1-8620-4914-4;36.80;5
Der Mann ohne Eigenschaften;Freiherr Janek Uhlemann;1981;517-3-9617-0851-1;85.20;2
La Soumission comme passion;Le roux Lilou;1993;667-0-9972-5921-9;95.93;4
An Acceptable Time;Ms. Wilburn Wilkinson;1972;404-6-5389-2268-9;75.01;2
Pourquoi je mens ?;Dr Julien Gautier;2018;357-6-2763-6438-5;38.95;8
Paare, Passanten;Gräfin Manuel Waschbüsch;2008;895-5-9842-3698-0;67.70;4
Le Désir des femmes fortes;Mlle Gabriel Masson;1947;309-3-6845-4813-1;11.33;9
Der Untertan;Freiherr Nino zu Somssich;2019;949-7-8268-2942-2;96.54;2
La Peau des savants;Clara Vincent;2014;146-1-0493-3900-6;07.26;6
The Other Side of Silence;Lisandro Huels Sr.;2002;490-7-1163-5856-1;79.69;3
Le Couloir de tous les mépris;Roger Clément;2011;446-4-2603-2164-9;96.94;7
Der eiserne Gustav;Merve Göckeritz;1971;889-8-5088-9334-0;06.33;5
Le Siècle de la rue voisine;Da silva Mohamed;2008;838-3-2759-7886-3;80.19;4
Billiard um halbzehn;Hr. Valentina Stang;2005;564-4-8429-6803-7;35.86;3
La progéniture du mal;Louna Durand;2002;710-1-6688-1969-5;30.18;8
This Lime Tree Bower;Laurine Corkery;2003;781-1-0269-9870-4;64.34;9
La progéniture du mal;Rey Mael;1987;450-0-5184-2429-5;16.13;5
Leben des Galilei;Jane Blaschek;2017;683-0-3331-4819-2;74.62;3
Pourquoi je mens ?;Julien Nguyen;2008;650-0-3388-5362-4;01.53;0
Bekenntnisse des Hochstaplers Felix Krull;Jan Norris;2006;676-3-8844-4199-6;58.60;0
L'Odyssée invisible;Mme Louna Faure;1956;818-5-4731-7306-5;21.18;9
The Heart Is Deceitful Above All Things;Concepcion Trantow;1957;384-0-6353-4358-8;94.09;5
Pourquoi je mens ?;Dufour Nathan;2008;518-5-9753-5558-6;82.90;5
Haus ohne Hüter;Baronin Yvonne zu Braun;2011;977-2-7644-2777-5;85.41;8
Pourquoi je mens ?;Fabre Valentin;1999;671-0-8388-3155-9;62.35;2
Der Besuch der alten Dame;Darian Tsamonikian;2012;223-6-3636-0745-0;10.78;1
Le Couloir de tous les mépris;Mlle Nathan Renault;2017;495-8-2266-7348-3;28.67;2
Far From the Madding Crowd;Skylar Sporer;1999;196-5-4612-9645-3;03.47;8
L'Odeur du sanglier;Mme Clément Dufour;1999;412-1-2485-1359-0;47.00;4
Der Stellvertreter;John von Kinzel;2001;878-3-3445-2093-2;80.17;0
Pourquoi je mens ?;Ines Muller;2000;682-0-8362-7518-6;44.38;4
Die Verwandlung/Erstes Leid;Marieke Blume;1948;332-2-6567-9330-4;87.93;4
L'Odyssée invisible;Zoe Moreau;2012;763-0-5316-2166-6;67.71;8
The Way Through the Woods;Rhianna Kuvalis;2006;668-1-9987-0525-6;35.56;4
Le Désir des femmes fortes;Gonzalez Julie;1948;028-6-2664-8443-5;35.21;9
Unterm Rad;Roman Roth;2004;732-5-1771-2327-9;30.37;3
La progéniture du mal;Mlle Mael Pierre;2015;222-3-7548-9721-1;49.31;1
Unterhaltungen deutscher Ausgewanderten;Graf Xaver von der Daubner;1968;678-1-3096-6919-3;48.58;0
Pourquoi je mens ?;Adam Remy;1952;879-9-5724-9712-1;47.16;8
To Say Nothing of the Dog;Dr. Furman Kulas;2016;305-9-1141-2841-0;66.80;9
La Discipline des orphelins;Chevalier Julie;1962;658-6-9213-7236-3;68.75;1
Nathan der Weise;Freiherrin Jayson vom Polifka;1968;331-9-9411-4425-3;15.50;3
La progéniture du mal;Eva Le roux;2014;273-7-8984-6625-1;81.44;0
Die Welt als Wille & Wahn;Freiherr Miguel Byrd;2013;946-3-8325-9415-3;82.25;9
Le Couloir de tous les mépris;M. Rayan Leroux;2011;831-1-9695-1072-0;10.89;0
Consider Phlebas;Delfina Runte;2012;398-7-8131-0808-1;63.08;1
La Soumission comme passion;Mlle Mael Bernard;1945;768-6-5436-1334-2;96.26;9
Der arme Spielmann;Eva zu Hepperle;2011;153-8-5401-8270-5;57.88;5
L'Odeur du sanglier;Rayan Vasseur;2017;952-4-4618-0615-7;39.74;8
Der Stechlin;Freiherr Luka Bock;2000;715-3-4035-7078-7;38.58;9
L'Odeur du sanglier;Adam Roy;1969;764-4-4246-5829-7;30.04;8
Ego Dominus Tuus;Leonardo Schoen DDS;2014;093-3-5757-6510-7;67.42;5
Le Siècle de la rue voisine;Dufour Océane;2013;306-5-0289-2348-7;19.65;4
Narziß und Goldmund;Lucien Eisenlauer;1987;189-2-7006-7277-0;95.42;7
La Peau des savants;Royer Maëlys;1944;998-3-2383-3899-9;88.91;0
Catharina von Georgien;Baron Loris vom Friedek;2010;421-9-9710-3861-4;89.24;1
La Discipline des orphelins;Dr Louna Guillaume;1961;834-3-1771-1181-1;27.78;8
For Whom the Bell Tolls;Bryce Kohler II;2017;130-0-4144-4796-3;26.30;0
Pourquoi je mens ?;Laura Girard;1961;149-5-8790-6175-8;74.89;4
Die Blechtrommel;Kjell Sauer;2007;406-9-3071-3490-5;15.45;1
L'Odyssée invisible;Marchand Juliette;1957;611-6-4275-5241-7;33.13;1
Nathan der Weise;Fynn zu Stengel;2012;701-2-1410-5143-9;36.73;3
L'Odyssée invisible;Julien Paris;2002;449-6-0564-6848-9;65.67;0
Beneath the Bleeding;Brandon Adams;1975;099-3-0130-5361-5;73.93;5
Le Couloir de tous les mépris;Quentin Garnier;1998;431-0-6726-7067-9;49.00;4
Andorra;Melisa Büker;1955;313-7-3230-5949-1;52.19;3
La Discipline des orphelins;M. Baptiste Moreau;2014;780-9-4178-7988-7;43.64;7
Romeo und Julia auf dem Dorfe;Tjark Kúhn;1963;434-9-1270-4455-8;53.54;3
La Peau des savants;Charlotte Henry;2011;009-0-3478-9571-7;20.53;6
If Not Now, When?;Ima McGlynn;2006;692-8-7668-9925-4;75.75;6
La Promise du voyeur;Laine Adrien;1989;995-1-3993-1429-6;15.97;7
Romulus der Große;Yannick Nannen;2000;057-5-7705-2846-5;33.44;8
Le Couloir de tous les mépris;Baptiste Le gall;1987;791-0-6284-0287-0;29.48;9
Ansichten Eines Clowns;Eda Koszewski;2001;824-6-0708-2559-7;25.17;1
La Discipline des orphelins;Kylian Lambert;2017;954-6-8301-4645-5;97.91;6
Arms and the Man;Miller Cole;2010;756-3-1519-0612-7;52.05;0
La Peau des savants;Mme Victor Lambert;1981;784-5-5350-7550-4;57.36;5
Unterm Rad;Mohammed von Feller;2010;097-5-4567-9795-9;09.50;9
Pourquoi je mens ?;Hugo Louis;1966;678-3-4588-7621-3;30.07;0
Jakob der Lügner;Freiherr Sandy vom Neumann;2011;501-2-3103-7269-4;90.45;7
L'Odeur du sanglier;Ambre Dumas;1973;897-8-0981-1300-1;44.71;2
Death Be Not Proud;Tyshawn Gleichner;1996;580-3-8668-6932-9;12.94;3
La Soumission comme passion;Chevalier Victor;1962;581-6-0872-9908-2;32.15;0
Vor Sonnenaufgang;Jana Blassneck;1971;009-4-7967-6391-3;44.81;3
Le Désir des femmes fortes;David Océane;2001;729-9-6029-8079-0;28.60;4
Die Lehre der Sainte-Victoire;Lindsay Menne;1954;253-0-2766-0357-5;88.34;8
L'Odeur du sanglier;Mlle Kylian Deschamps;2014;289-4-1850-9382-8;41.01;4
Surprised by Joy;Amari Hintz;2010;858-8-6424-7999-4;01.89;8
L'Odyssée invisible;Moulin Ambre;2016;373-7-1852-2653-9;40.96;6
Der Brief des Lord Chandos;Marlo Klinger;1973;932-8-2452-8430-4;58.07;0
La Promise du voyeur;Lucie Roger;1968;337-6-3640-6899-9;31.10;1
Effi Briest;Selim Freisen;2018;718-8-4932-3944-2;45.97;5
Le Désir des femmes fortes;Charpentier Emilie;2002;707-5-5984-8258-2;04.77;7
Clouds of Witness;Eloise Considine;2006;905-5-4637-9286-7;94.97;8
Le Couloir de tous les mépris;Dr Sacha Breton;2007;330-0-9217-1071-1;23.33;7
Heinrich von Ofterdingen;Fr. Catrin Finke;1990;152-3-5088-2243-3;44.46;8
La Soumission comme passion;Nathan Bonnet;2000;869-7-1404-3140-8;13.50;2
Der Stellvertreter;Korbinian Rokossa;1970;527-1-0330-8645-8;89.72;6
La Soumission comme passion;Yanis Dupont;2015;686-0-1089-5784-9;96.57;2
It's a Battlefield;Heath Hegmann;1991;081-3-2499-7853-1;54.35;4
Le Siècle de la rue voisine;Jeanne Garcia;1988;071-0-1737-8538-6;90.27;0
Die Physiker;Baron Jordan Niklaus;2014;521-1-8245-2653-8;76.38;5
L'Odyssée invisible;Mme Anaïs Leroy;2007;826-5-1749-5543-4;44.79;5
Faust, Part I;Gabriel zu Gruber;2001;445-1-6611-4921-0;25.82;9
La progéniture du mal;Elisa Simon;2003;305-2-5644-7438-7;79.43;6
Ego Dominus Tuus;Watson Metz;1949;895-6-4082-2281-5;68.39;4
L'Odeur du sanglier;M. Hugo Chevalier;2003;551-7-5736-2448-2;83.02;0
Die Verwandlung/Erstes Leid;Ecrin Ripken;1977;113-3-1856-2223-3;76.73;7
Pourquoi je mens ?;Nguyen Sacha;2011;358-5-8972-4597-8;68.90;1
Winnetou;Elisabeth zu Marten;2010;238-2-9074-2578-6;31.94;4
La progéniture du mal;Hugo Mathieu;1988;244-9-5249-4129-6;68.61;5
The Wealth of Nations;Ms. Arno Considine;1997;430-5-6975-2199-7;68.33;2
La Peau des savants;Noah Philippe;1999;869-5-6072-7269-2;37.16;9
Maria Stuart;Jarno Bussmann;1953;493-0-8918-7903-0;12.24;8
Le Désir des femmes fortes;Mlle Clément Mathieu;2008;581-3-5612-2254-8;68.17;1
Ganz unten;Ole Beavogui;1996;877-1-4429-9465-8;34.92;2
L'Odyssée invisible;Quentin Carre;2001;046-1-0344-7242-8;53.48;2
Françoise Sagan;Rashad Bahringer;2019;454-7-2708-5561-8;74.93;3
La Discipline des orphelins;Maxime Girard;2011;891-3-9651-2509-8;54.88;3
Wilhelm Tell;Nika von der Schreiber;2002;297-5-0878-5810-2;80.68;8
La progéniture du mal;Alice Francois;1972;743-1-3898-4659-1;44.69;1
Die Weber;Bernd Weidlich;2015;822-6-7003-6863-7;88.95;3
La Soumission comme passion;Eva Cousin;1961;965-6-8176-6451-8;83.84;5
Ah, Wilderness!;Mrs. Pierre Cummings;1963;915-2-8118-4814-6;60.26;6
Le Siècle de la rue voisine;Leroux Alexandre;1943;658-8-5538-9386-2;02.85;6
Franziska Linkerhand;Christoph von der Effler;1992;899-8-3436-8940-2;67.98;4
L'Odeur du sanglier;Prof Pauline Aubry;2005;822-7-8612-8234-0;88.32;3
Der Tod in Venedig und andere Erzählungen;Arved vom Heist;2013;543-2-7467-6618-2;21.73;2
La Peau des savants;Prof Justine Marchal;1942;257-2-0587-0213-0;90.02;8
The House of Mirth;Emely Reynolds;2005;788-4-4860-8754-9;56.85;4
La Peau des savants;Mlle Enzo Guerin;2018;728-4-7506-3692-6;39.79;7
Stolz und Vorurteil;Jari Daubner;1958;715-9-1863-8154-6;76.01;6
Le Couloir de tous les mépris;Marchal Evan;1997;512-0-1685-2933-4;08.74;3
Der Verdacht;Darian Co;1957;998-6-6728-9662-6;83.15;9
La progéniture du mal;Menard Maeva;1952;011-5-0218-1744-2;08.63;4
The Yellow Meads of Asphodel;Royal Erdman;2002;117-0-0520-2954-9;78.29;4
La Promise du voyeur;Leclerc Charlotte;1999;330-8-4811-4233-6;53.26;7
Der Verdacht;Lenny Ruckdeschel;2001;965-7-7883-9228-8;54.68;5
La Promise du voyeur;Mme Maeva Da silva;1961;748-1-9966-1972-7;21.60;2
Der Vulkan;Lisann Simon;2003;365-2-1632-3723-0;24.10;2
Le Siècle de la rue voisine;Marchand Elisa;1956;623-9-3472-9562-7;36.39;2
The Cricket on the Hearth;Darrel Oberbrunner;2007;348-3-7872-0118-4;50.04;9
L'Odeur du sanglier;Mohamed Gonzalez;1961;373-0-9453-2591-0;86.34;2
Der grüne Heinrich;Graf Peer Leberer;2007;074-5-1309-8049-1;17.63;6
Le Couloir de tous les mépris;Lemaire Maxence;2010;208-7-8382-9654-5;10.18;5
Es geschah im Nachbarhaus;Youssef Schley;2012;262-8-4496-3287-6;73.07;4
L'Odyssée invisible;Mme Tom Brun;2002;964-6-3547-8947-6;67.05;6
A Glass of Blessings;Annie Herzog;2008;504-2-7645-2579-7;68.56;8
La Peau des savants;M. Mohamed Aubert;2016;183-0-7276-6566-3;50.80;5
Stolz und Vorurteil;Freiherr Aileen von Böhm;1970;094-8-8496-1906-8;95.75;6
Le Couloir de tous les mépris;Carpentier Alice;2016;816-7-9431-4071-5;67.35;0
Der Augenblick der Liebe;Dipl.-Ing. Kim Schahbasian;2007;042-0-7323-6896-0;77.17;3
La Discipline des orphelins;M. Antoine Duval;2002;790-5-0688-2476-0;65.18;2
The Golden Apples of the Sun;Joelle Stehr;1945;982-2-2681-7144-8;79.18;6
Le Désir des femmes fortes;Vasseur Lucie;1988;711-4-6818-3384-4;75.34;0
Faserland;Graf Miguel zu Jungbluth;1947;640-3-0832-4684-5;16.16;8
L'Odyssée invisible;Roche Carla;1990;599-7-8252-7453-9;48.20;9
Das Boot;Mette Martel;1995;067-5-0479-4637-2;95.34;6
Le Désir des femmes fortes;Renault Antoine;2013;603-3-5921-8605-3;29.63;7
Terrible Swift Sword;Felipa Boyer;1980;734-4-5730-9894-8;33.77;6
Pourquoi je mens ?;Laura Guyot;1999;425-2-1902-3971-4;35.42;8
Der Mann ohne Eigenschaften;Gräfin Elif Tilgner;1987;574-8-0476-8070-2;96.46;6
Le Désir des femmes fortes;Mathilde Richard;1959;228-3-5747-9127-9;29.57;4
Der Steppenwolf;Marten Bickel;2012;358-2-7842-0049-9;08.47;4
La Peau des savants;Rousseau Julien;1979;872-1-8528-0193-1;40.51;8
The Parliament of Man;Tevin Fritsch;1971;764-3-9857-0876-9;66.36;8
La Promise du voyeur;Lambert Léo;1992;938-0-7246-9109-2;81.28;4
Heinrich von Ofterdingen;Theresa vom Giesche;1977;437-5-5344-9569-9;63.90;5
Le Couloir de tous les mépris;Mathilde Bernard;2011;692-5-9194-4749-2;69.48;1
Die Rote;Graf Jasmine von der Schreiner;1986;941-2-0288-3209-2;51.12;9
La progéniture du mal;Rey Romane;1944;538-0-6577-2487-1;60.48;1
In Death Ground;Katelynn Jacobs DVM;2000;649-8-2661-5417-4;50.14;7
Le Siècle de la rue voisine;M. Alice Guillot;2012;331-0-5978-9510-1;49.49;7
Also sprach Zarathustra;Ibrahim zu Zahn;2019;200-7-1511-7097-0;83.70;4
La Peau des savants;Laura Aubry;2011;110-0-7668-3475-2;89.49;6
Schachnovelle;Nino Naubert;2008;904-4-3050-2753-4;49.93;9
La Peau des savants;Martin Carla;1943;826-9-7945-2420-1;21.21;5
The Proper Study;Rhoda Breitenberg;2015;551-2-3381-4990-7;48.76;5
Pourquoi je mens ?;Dumont Romane;2003;071-8-1299-6471-4;95.18;8
Berlin Alexanderplatz;Gräfin Theo Moll;2013;309-5-2446-6804-0;04.34;3
L'Odyssée invisible;Bertrand Lola;1987;424-1-5348-8507-9;71.56;4
Berlin Alexanderplatz;Leonie von der Stephan;2012;602-3-6148-9695-6;05.31;1
La Soumission comme passion;Rayan Fabre;1996;339-2-6117-5234-6;82.65;6
The Curious Incident of the Dog in the Night-Time;Miss Petra Goodwin;1968;694-6-7830-7729-9;93.70;6
La Discipline des orphelins;Laurent Marie;1961;693-4-7020-7743-7;63.84;2
Wer einmal aus dem Blechnapf frisst;Diana König;1968;700-5-9345-0699-8;56.66;8
La progéniture du mal;Mme Lucie Lefebvre;1975;713-7-5330-3625-2;03.66;0
Aus dem Leben eines Taugenichts;Hr. Yvonne Grosser;2001;158-4-4803-8564-2;75.17;1
La progéniture du mal;Mlle Mattéo Rolland;2006;782-6-4991-1522-3;12.71;3
Down to a Sunless Sea;Makayla Roob;2018;646-5-2398-9716-9;17.90;7
La Soumission comme passion;Romain Colin;1947;063-9-4887-0834-1;93.06;3
Andorra;Giuliano Schwennen;2016;482-6-4942-0133-5;28.59;0
Le Siècle de la rue voisine;Lola Roy;1962;032-3-1185-1596-9;09.36;8
Die Physiker;Morten Michallek;1974;309-9-1097-0619-4;25.70;1
L'Odeur du sanglier;Noa Girard;1963;383-5-7739-7471-9;86.50;2
Have His Carcase;Arvid Russel;2006;084-1-1119-9422-8;26.20;9
La progéniture du mal;Mme Jade Benoit;2003;107-1-9563-8958-8;86.31;0
Die Lehre der Sainte-Victoire;Prof. Ruby Badane;2013;083-5-6588-9243-3;29.69;8
Le Désir des femmes fortes;Olivier Thomas;1963;482-3-3987-8077-8;76.82;4
Panter, Tiger & Co.;Cecilia Michel;1972;094-9-6525-5786-9;48.95;0
La progéniture du mal;Zoe Marchand;1987;112-4-0130-2540-1;50.50;0
Little Hands Clapping;Lou Toy DDS;1950;655-9-8729-4430-3;18.93;7
La Discipline des orphelins;M. Zoe Poirier;2010;397-2-5233-1269-1;18.02;0
Der abenteuerliche Simplicissimus;Frida Scheurer;2008;762-7-2613-0045-2;94.14;6
Le Couloir de tous les mépris;Lola Henry;2019;997-0-3952-2591-4;85.80;9
Mario und der Zauberer;Gräfin Nika Lohse;2007;362-4-6517-2336-1;33.33;8
Le Couloir de tous les mépris;M. Clémence Paul;2000;844-9-7422-7772-9;98.59;0
Antic Hay;Noelia Moore;2014;064-2-2932-6251-1;28.11;2
Pourquoi je mens ?;Prof Noémie Thomas;1960;428-9-1109-5099-7;34.33;5
Das Parfum;Hasan vom Soller;2007;899-5-2745-0824-6;03.19;8
La Promise du voyeur;Dufour Maxence;1980;485-9-5429-9876-8;94.58;1
Der zerbrochene Krug;Baronin Marlo Hensel;2003;418-2-9657-3746-9;72.74;8
L'Odyssée invisible;Quentin Fournier;2001;448-2-5645-0442-1;91.21;3
Precious Bane;Gayle Cremin Jr.;2017;790-5-9682-9970-7;80.36;1
Le Désir des femmes fortes;Charpentier Pauline;1974;538-7-4089-7187-9;02.27;7
Jedermann;Hr. Vitus Mühleis;1995;224-2-4525-2956-1;33.70;0
L'Odyssée invisible;Chevalier Mael;1962;697-2-5721-1689-1;66.08;5
Atemschaukel;Aliya Dold;1982;550-5-0830-3846-0;41.20;4
La Promise du voyeur;Poirier Rayan;1957;419-8-4632-7538-6;94.99;5
A Farewell to Arms;Zack Hoppe;1991;958-9-1152-2035-1;16.89;5
La Peau des savants;Lucas Leclercq;1963;597-2-9486-2063-1;73.36;0
Die Erschiessung des Landesverräters Ernst S.;Baron Carl Dittmann;2016;427-6-1502-1751-5;18.71;5
La Soumission comme passion;Prof Lilou Rey;2000;387-1-6923-6737-9;06.12;4
Die Rote;Thalia von der Sewald;2008;557-9-3965-8248-9;16.67;2
Le Couloir de tous les mépris;Petit Emilie;2009;905-8-3297-0445-2;80.18;7
If Not Now, When?;Carolyne Smith;2014;671-8-2808-2159-5;31.14;3
La progéniture du mal;Mme Kylian Baron;1978;266-3-2450-8646-2;10.17;0
Über das Studium der griechischen Poesie;Prof. Imke Philipp;2019;345-7-4263-0289-7;29.01;8
La Peau des savants;Mlle Louise Lambert;2012;936-7-9064-7539-5;64.61;8
Die Buddenbrooks;Torben Manz;1940;397-5-0102-0932-9;80.01;3
Pourquoi je mens ?;Mlle Justine Lecomte;1994;087-0-3937-2169-0;06.02;2
Little Hands Clapping;Rudolph Flatley;2009;253-4-3254-2336-7;62.32;4
La Promise du voyeur;Dr Benjamin Picard;2004;534-6-4296-1742-9;76.36;2
Der Zauberberg;Elias Hoffmann;2001;124-3-0275-0292-9;78.14;3
Pourquoi je mens ?;Roussel Laura;2001;680-0-5541-2387-1;20.38;4
Der Zauberberg;Quirin Schmalzle;2015;835-4-5422-6813-3;22.17;2
La progéniture du mal;Mlle Adrien Martinez;1962;828-9-4763-4887-6;95.00;1
A Glass of Blessings;Alanis Walter I;1959;206-1-3826-7775-1;95.69;4
L'Odyssée invisible;Masson Hugo;1946;874-4-3113-4626-8;58.60;0
Ein fliehendes Pferd;Hanno Carlsohn;1992;512-6-1382-2617-3;30.82;3
L'Odyssée invisible;Lucie Renaud;2012;806-5-8136-0567-4;06.18;3
Die Waffen nieder!;Eleonora Schilling;2015;241-7-0735-9293-2;69.15;0
La Peau des savants;Kylian Lefevre;1970;160-8-5194-5857-1;91.87;1
Vile Bodies;Roderick Bednar Sr.;1948;370-6-4253-7774-4;11.31;7
La Discipline des orphelins;M. Eva Lemoine;1994;743-0-5032-5273-7;91.98;2
Bekenntnisse des Hochstaplers Felix Krull;Prof. Dr. Dr. Dennis Naumann;2017;456-7-8108-2066-5;06.67;3
La Discipline des orphelins;Marchand Yanis;2010;129-5-8270-4762-1;95.25;5
Romulus der Große;Janin Streller;2003;483-9-9555-5081-8;29.90;7
La Soumission comme passion;Mme Jules Adam;2012;540-9-7683-1649-9;86.55;7
For a Breath I Tarry;Louvenia Hand;1992;824-3-2200-4858-1;17.84;9
La Promise du voyeur;Garnier Manon;2012;088-7-4458-0510-6;77.53;1
Das Parfum;Hr. Charlotte Blochwitz;2017;236-8-5807-1296-8;22.14;0
La Soumission comme passion;Yanis Breton;2007;084-5-2180-3758-4;59.35;1
Der Sandmann;Hr. Marian Lenfers;1995;528-0-5033-9930-9;00.68;1
La progéniture du mal;Dr Clémence Morel;2001;726-1-9548-7196-8;88.53;7
When the Green Woods Laugh;Abe Denesik Sr.;2003;607-7-3588-2031-2;96.25;1
Le Siècle de la rue voisine;M. Lisa Garcia;1956;319-3-5644-4354-2;27.03;3
Heidi;Dorian Krol;2019;404-8-8791-3299-0;39.56;3
Le Désir des femmes fortes;Mme Noah Menard;1948;880-9-2214-2305-6;60.97;1
Aus dem Leben eines Taugenichts;Timon Caspers;2012;173-6-5716-7930-8;13.71;3
Le Désir des femmes fortes;Pauline Guerin;2008;861-8-4756-3205-5;47.10;6
